scenario,purchase_cost,mid_cost,big_cost,same_filter_count,all_filters_same,base_plan_total_annual_cost,reoptimized_total_annual_cost,annual_cost_penalty,annual_cost_penalty_pct,purchase_factor,mid_factor,big_factor
purchase_0.8_mid_1.2_big_1.2,240.0,3.5999999999999996,14.399999999999999,9,False,1285.899244052639,1283.5774074528304,2.3218365998086483,0.18088792980675555,0.8,1.2,1.2
purchase_0.8_mid_1.2_big_1.3,240.0,3.5999999999999996,15.600000000000001,9,False,1301.0356386421097,1298.0166602642419,3.0189783778678247,0.23258394674635693,0.8,1.2,1.3
purchase_0.8_mid_1.3_big_0.7,240.0,3.9000000000000004,8.399999999999999,8,False,1235.610008010897,1231.8206379045337,3.7893701063633216,0.3076235281144071,0.8,1.3,0.7
purchase_0.8_mid_1.3_big_0.8,240.0,3.9000000000000004,9.600000000000001,9,False,1250.746402600368,1248.7627979225417,1.9836046778261789,0.1588455935047176,0.8,1.3,0.8
purchase_0.8_mid_1.3_big_0.9,240.0,3.9000000000000004,10.8,9,False,1265.8827971898386,1263.2020507339528,2.68074645588581,0.2122183426102125,0.8,1.3,0.9
purchase_0.8_mid_1.3_big_1.0,240.0,3.9000000000000004,12.0,9,False,1281.0191917793095,1277.641303545364,3.3778882339454412,0.26438470833496386,0.8,1.3,1.0
purchase_0.8_mid_1.3_big_1.1,240.0,3.9000000000000004,13.200000000000001,9,False,1296.1555863687802,1292.0805563567756,4.075030012004618,0.31538513538929847,0.8,1.3,1.1
purchase_0.8_mid_1.3_big_1.2,240.0,3.9000000000000004,14.399999999999999,9,False,1311.291980958251,1306.5198091681868,4.772171790064249,0.3652582805539332,0.8,1.3,1.2
purchase_0.8_mid_1.3_big_1.3,240.0,3.9000000000000004,15.600000000000001,9,False,1326.428375547722,1320.9590619795981,5.46931356812388,0.41404111039804137,0.8,1.3,1.3
purchase_0.9_mid_0.7_big_0.7,270.0,2.0999999999999996,8.399999999999999,8,False,1183.1972948411794,1175.9844095694139,7.212885271765572,0.6133487156013034,0.9,0.7,0.7
purchase_0.9_mid_0.7_big_0.8,270.0,2.0999999999999996,9.600000000000001,9,False,1198.3336894306503,1195.974929083784,2.3587603468663474,0.19722489907655116,0.9,0.7,0.8
purchase_0.9_mid_0.7_big_0.9,270.0,2.0999999999999996,10.8,10,True,1213.4700840201212,1213.4700840201212,0.0,0.0,0.9,0.7,0.9
purchase_0.9_mid_0.7_big_1.0,270.0,2.0999999999999996,12.0,9,False,1228.6064786095922,1228.3656731965177,0.24080541307444037,0.019603723738697766,0.9,0.7,1.0
purchase_0.9_mid_0.7_big_1.1,270.0,2.0999999999999996,13.200000000000001,9,False,1243.7428731990626,1243.0351901258337,0.7076830732289636,0.056931861531395914,0.9,0.7,1.1
purchase_0.9_mid_0.7_big_1.2,270.0,2.0999999999999996,14.399999999999999,9,False,1258.8792677885335,1257.7047070551494,1.174560733384169,0.09338922934735153,0.9,0.7,1.2
purchase_0.9_mid_0.7_big_1.3,270.0,2.0999999999999996,15.600000000000001,9,False,1274.0156623780044,1272.3742239844653,1.641438393539147,0.12900594515338026,0.9,0.7,1.3
purchase_0.9_mid_0.8_big_0.7,270.0,2.4000000000000004,8.399999999999999,8,False,1208.5900317467917,1204.1267510796672,4.463280667124536,0.37066535255716093,0.9,0.8,0.7
purchase_0.9_mid_0.8_big_0.8,270.0,2.4000000000000004,9.600000000000001,10,True,1223.7264263362626,1223.7264263362626,0.0,0.0,0.9,0.8,0.8
purchase_0.9_mid_0.8_big_0.9,270.0,2.4000000000000004,10.8,10,True,1238.8628209257336,1238.8628209257333,2.2737367544323206e-13,1.835341828026838e-14,0.9,0.8,0.9
purchase_0.9_mid_0.8_big_1.0,270.0,2.4000000000000004,12.0,9,False,1253.9992155152045,1253.7595560150405,0.23965950016395254,0.019115268076256044,0.9,0.8,1.0
purchase_0.9_mid_0.8_big_1.1,270.0,2.4000000000000004,13.200000000000001,9,False,1269.135610104675,1268.4290729443564,0.7065371603184758,0.055701747570198606,0.9,0.8,1.1
purchase_0.9_mid_0.8_big_1.2,270.0,2.4000000000000004,14.399999999999999,9,False,1284.2720046941458,1283.0985898736722,1.1734148204736812,0.09145164913548927,0.9,0.8,1.2
purchase_0.9_mid_0.8_big_1.3,270.0,2.4000000000000004,15.600000000000001,9,False,1299.4083992836167,1297.768106802988,1.6402924806286592,0.12639334192527427,0.9,0.8,1.3
purchase_0.9_mid_0.9_big_0.7,270.0,2.7,8.399999999999999,8,False,1233.9827686524038,1232.2690925899208,1.7136760624830458,0.13906670813931787,0.9,0.9,0.7
purchase_0.9_mid_0.9_big_0.8,270.0,2.7,9.600000000000001,10,True,1249.1191632418747,1249.1191632418747,0.0,0.0,0.9,0.9,0.8
purchase_0.9_mid_0.9_big_0.9,270.0,2.7,10.8,10,True,1264.2555578313454,1264.2555578313454,0.0,0.0,0.9,0.9,0.9
purchase_0.9_mid_0.9_big_1.0,270.0,2.7,12.0,9,False,1279.3919524208163,1279.1534388335633,0.23851358725300997,0.01864620615572954,0.9,0.9,1.0
purchase_0.9_mid_0.9_big_1.1,270.0,2.7,13.200000000000001,9,False,1294.528347010287,1293.822955762879,0.705391247407988,0.05451992053982895,0.9,0.9,1.1
purchase_0.9_mid_0.9_big_1.2,270.0,2.7,14.399999999999999,9,False,1309.6647415997581,1308.4924726921947,1.1722689075634207,0.08958927407136726,0.9,0.9,1.2
purchase_0.9_mid_0.9_big_1.3,270.0,2.7,15.600000000000001,9,False,1324.8011361892288,1323.1619896215107,1.6391465677181714,0.12388101990346986,0.9,0.9,1.3
purchase_0.9_mid_1.0_big_0.7,270.0,3.0,8.399999999999999,9,False,1259.3755055580161,1258.3181152196066,1.0573903384095047,0.08403203654307757,0.9,1.0,0.7
purchase_0.9_mid_1.0_big_0.8,270.0,3.0,9.600000000000001,10,True,1274.5119001474868,1274.5119001474868,0.0,0.0,0.9,1.0,0.8
purchase_0.9_mid_1.0_big_0.9,270.0,3.0,10.8,10,True,1289.6482947369575,1289.6482947369577,-2.2737367544323206e-13,-1.763067313554725e-14,0.9,1.0,0.9
purchase_0.9_mid_1.0_big_1.0,270.0,3.0,12.0,9,False,1304.7846893264284,1304.547321652086,0.23736767434229478,0.018195405440846024,0.9,1.0,1.0
purchase_0.9_mid_1.0_big_1.1,270.0,3.0,13.200000000000001,9,False,1319.9210839158993,1319.216838581402,0.7042453344972728,0.05338359198436031,0.9,1.0,1.1
purchase_0.9_mid_1.0_big_1.2,270.0,3.0,14.399999999999999,9,False,1335.05747850537,1333.8863555107175,1.1711229946524782,0.08779780899730992,0.9,1.0,1.2
purchase_0.9_mid_1.0_big_1.3,270.0,3.0,15.600000000000001,9,False,1350.193873094841,1348.5558724400335,1.6380006548074562,0.12146331407416668,0.9,1.0,1.3
purchase_0.9_mid_1.1_big_0.7,270.0,3.3000000000000003,8.399999999999999,9,False,1284.7682424636282,1283.6959809710897,1.0722614925384732,0.08352923966680408,0.9,1.1,0.7
purchase_0.9_mid_1.1_big_0.8,270.0,3.3000000000000003,9.600000000000001,10,True,1299.904637053099,1299.904637053099,0.0,0.0,0.9,1.1,0.8
purchase_0.9_mid_1.1_big_0.9,270.0,3.3000000000000003,10.8,10,True,1315.0410316425698,1315.0410316425698,0.0,0.0,0.9,1.1,0.9
purchase_0.9_mid_1.1_big_1.0,270.0,3.3000000000000003,12.0,9,False,1330.1774262320407,1329.941204470609,0.23622176143180695,0.017761819893822785,0.9,1.1,1.0
purchase_0.9_mid_1.1_big_1.1,270.0,3.3000000000000003,13.200000000000001,9,False,1345.3138208215114,1344.6107213999246,0.703099421586785,0.052290184095420696,0.9,1.1,1.1
purchase_0.9_mid_1.1_big_1.2,270.0,3.3000000000000003,14.399999999999999,9,False,1360.4502154109823,1359.2802383292405,1.169977081741763,0.08607327972190933,0.9,1.1,1.2
purchase_0.9_mid_1.1_big_1.3,270.0,3.3000000000000003,15.600000000000001,9,False,1375.586610000453,1373.9497552585563,1.636854741896741,0.11913497823570046,0.9,1.1,1.3
purchase_0.9_mid_1.2_big_0.7,270.0,3.5999999999999996,8.399999999999999,9,False,1310.16097936924,1309.0738467225726,1.0871326466674418,0.08304593735404707,0.9,1.2,0.7
purchase_0.9_mid_1.2_big_0.8,270.0,3.5999999999999996,9.600000000000001,10,True,1325.297373958711,1325.297373958711,0.0,0.0,0.9,1.2,0.8
purchase_0.9_mid_1.2_big_0.9,270.0,3.5999999999999996,10.8,10,True,1340.433768548182,1340.4337685481817,2.2737367544323206e-13,1.6962693777067374e-14,0.9,1.2,0.9
purchase_0.9_mid_1.2_big_1.0,270.0,3.5999999999999996,12.0,9,False,1355.5701631376526,1355.3350872891313,0.23507584852131913,0.01734448187211808,0.9,1.2,1.0
purchase_0.9_mid_1.2_big_1.1,270.0,3.5999999999999996,13.200000000000001,9,False,1370.7065577271235,1370.0046042184474,0.7019535086760698,0.051237310189662925,0.9,1.2,1.1
purchase_0.9_mid_1.2_big_1.2,270.0,3.5999999999999996,14.399999999999999,9,False,1385.8429523165942,1384.6741211477631,1.1688311688310478,0.08441200358841097,0.9,1.2,1.2
